Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
[223]    0.5    0.00    0.00 1611090         bool __gnu_cxx::__ops::_Iter_comp_iter<get_cycles_and_sequences_for_fixed_contraction(std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&)::{lambda(auto:1 const&, auto:2 const&)#1}>::operator()<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>*>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>*) [223]
                0.00    0.00 3222180/8322264     __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator*() const [104]
                0.00    0.00 1611090/2780406     auto get_cycles_and_sequences_for_fixed_contraction(std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&)::{lambda(auto:1 const&, auto:2 const&)#1}::operator()<std::pair<int, int>, std::pair<int, int> >(std::pair<int, int> const&, std::pair<int, int> const&) const [343]
-----------------------------------------------
                0.00    0.00   78732/1509030     std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<int const, int>, false>*, unsigned long) [12]
                0.00    0.00  236196/1509030     std::__detail::_Map_base<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [7]
                0.00    0.00  485514/1509030     std::__detail::_Equal_helper<int, std::pair<int const, int>, std::__detail::_Select1st, std::equal_to<int>, unsigned long, false>::_S_equals(std::equal_to<int> const&, std::__detail::_Select1st const&, int const&, unsigned long, std::__detail::_Hash_node<std::pair<int const, int>, false>*) [272]
                0.00    0.00  708588/1509030     std::__detail::_Node_iterator<std::pair<int const, int>, false, false>::operator*() const [264]
[224]    0.5    0.00    0.00 1509030         std::__detail::_Hash_node_value_base<std::pair<int const, int> >::_M_v() [224]
                0.00    0.00 1509030/4343382     std::__detail::_Hash_node_value_base<std::pair<int const, int> >::_M_valptr() [146]
-----------------------------------------------
                0.00    0.00  708588/708588      get_cycles_and_sequences_for_fixed_contraction(std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [2]
[225]    0.4    0.00    0.00  708588         std::__detail::_Node_iterator<std::pair<int const, std::vector<int, std::allocator<int> > >, false, false>::operator*() const [225]
                0.00    0.00  708588/3214890     std::__detail::_Hash_node_value_base<std::pair<int const, std::vector<int, std::allocator<int> > > >::_M_v() [81]
-----------------------------------------------
                0.00    0.00  297432/691317      std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [232]
                0.00    0.00  393885/691317      std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [261]
[226]    0.4    0.00    0.00  691317         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [226]
                0.00    0.00  691317/2139561     std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [116]
                0.00    0.00  691317/1876734     std::allocator<int>::allocator(std::allocator<int> const&) [365]
-----------------------------------------------
                0.00    0.00   16605/16605       __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > std::__copy_move_backward_a2<true, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >) [211]
[227]    0.4    0.00    0.00   16605         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > std::__niter_wrap<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [227]
                0.00    0.00   16605/52893       __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator+(long) const [143]
                0.00    0.00   16605/66420       std::vector<int, std::allocator<int> >* std::__niter_base<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >) [637]
-----------------------------------------------
                0.00    0.00   39366/39366       std::unordered_map<int, int, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > >::~unordered_map() [229]
[228]    0.4    0.00    0.00   39366         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [228]
                0.00    0.00   39366/39366       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear() [249]
                0.00    0.00   39366/118098      std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets() [236]
                0.00    0.00   39366/39366       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::~_Hashtable_alloc() [670]
-----------------------------------------------
                0.00    0.00   19683/39366       get_cycles_and_sequences_for_fixed_contraction(std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [2]
                0.00    0.00   19683/39366       getTransposeForm(std::vector<int, std::allocator<int> > const&) [5]
[229]    0.4    0.00    0.00   39366         std::unordered_map<int, int, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > >::~unordered_map() [229]
                0.00    0.00   39366/39366       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [228]
-----------------------------------------------
                0.00    0.00  277587/277587      void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::destroy<std::vector<int, std::allocator<int> > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*) [231]
[230]    0.4    0.00    0.00  277587         void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [230]
                0.00    0.00  277587/2082087     std::vector<int, std::allocator<int> >::~vector() [52]
-----------------------------------------------
                0.00    0.00  277587/277587      void std::__relocate_object_a<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [154]
[231]    0.4    0.00    0.00  277587         void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::destroy<std::vector<int, std::allocator<int> > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*) [231]
                0.00    0.00  277587/277587      void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [230]
-----------------------------------------------
                0.00    0.00   19683/297432      std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [293]
                0.00    0.00  277749/297432      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [222]
[232]    0.4    0.00    0.00  297432         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [232]
                0.00    0.00  297432/691317      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [226]
                0.00    0.00  297432/297432      std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [267]
-----------------------------------------------
                0.00    0.00  551574/551574      std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [167]
[233]    0.3    0.00    0.00  551574         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&) [233]
                0.00    0.00  551574/2139561     std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [116]
                0.00    0.00 1654722/1654722     std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data const&) [372]
-----------------------------------------------
                0.00    0.00 2361960/2361960     void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [93]
[234]    0.3    0.00    0.00 2361960         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [234]
                0.00    0.00 2361960/9390816     operator new(unsigned long, void*) [102]
                0.00    0.00 2361960/14667576     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [315]
-----------------------------------------------
                0.00    0.00  118098/118098      std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets() [236]
[235]    0.3    0.00    0.00  118098         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [235]
                0.00    0.00   78732/78732       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [239]
                0.00    0.00  118098/118098      std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_uses_single_bucket(std::__detail::_Hash_node_base**) const [597]
-----------------------------------------------
                0.00    0.00   39366/118098      std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [228]
                0.00    0.00   78732/118098      std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [38]
[236]    0.3    0.00    0.00  118098         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets() [236]
                0.00    0.00  118098/118098      std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [235]
-----------------------------------------------
                0.00    0.00   78732/78732       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [38]
[237]    0.3    0.00    0.00   78732         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_buckets(unsigned long) [237]
                0.00    0.00   78732/78732       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_allocate_buckets(unsigned long) [238]
-----------------------------------------------
                0.00    0.00   78732/78732       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_buckets(unsigned long) [237]
[238]    0.3    0.00    0.00   78732         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_allocate_buckets(unsigned long) [238]
                0.00    0.00   78732/157464      std::allocator<std::__detail::_Hash_node_base*>::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > const&) [207]
                0.00    0.00   78732/3936600     std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_node_allocator() [326]
                0.00    0.00   78732/187795      std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::allocate(std::allocator<std::__detail::_Hash_node_base*>&, unsigned long) [572]
                0.00    0.00   78732/187795      std::__detail::_Hash_node_base** std::__to_address<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base**) [574]
                0.00    0.00   78732/375590      std::allocator<std::__detail::_Hash_node_base*>::~allocator() [510]
-----------------------------------------------
                0.00    0.00   78732/78732       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [235]
[239]    0.3    0.00    0.00   78732         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [239]
                0.00    0.00   78732/157464      std::allocator<std::__detail::_Hash_node_base*>::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > const&) [207]
                0.00    0.00   78732/187795      std::pointer_traits<std::__detail::_Hash_node_base**>::pointer_to(std::__detail::_Hash_node_base*&) [570]
                0.00    0.00   78732/3936600     std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_node_allocator() [326]
                0.00    0.00   78732/187795      std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::deallocate(std::allocator<std::__detail::_Hash_node_base*>&, std::__detail::_Hash_node_base**, unsigned long) [571]
                0.00    0.00   78732/375590      std::allocator<std::__detail::_Hash_node_base*>::~allocator() [510]
-----------------------------------------------
                0.00    0.00  708588/708588      get_cycles_and_sequences_for_fixed_contraction(std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [2]
[240]    0.3    0.00    0.00  708588         std::__detail::_Node_iterator<std::pair<int const, std::vector<int, std::allocator<int> > >, false, false>::operator++() [240]
                0.00    0.00  708588/708588      std::__detail::_Node_iterator_base<std::pair<int const, std::vector<int, std::allocator<int> > >, false>::_M_incr() [241]
-----------------------------------------------
                0.00    0.00  708588/708588      std::__detail::_Node_iterator<std::pair<int const, std::vector<int, std::allocator<int> > >, false, false>::operator++() [240]
[241]    0.3    0.00    0.00  708588         std::__detail::_Node_iterator_base<std::pair<int const, std::vector<int, std::allocator<int> > >, false>::_M_incr() [241]
                0.00    0.00  708588/2930580     std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> > >, false>::_M_next() const [111]
-----------------------------------------------
                0.00    0.00   19683/19683       std::pair<int, int>* std::uninitialized_copy<std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::pair<int, int>*>(std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::pair<int, int>*) [245]
[242]    0.3    0.00    0.00   19683         std::pair<int, int>* std::__uninitialized_copy<false>::__uninit_copy<std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::pair<int, int>*>(std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::pair<int, int>*) [242]
                0.00    0.00  708588/708588      std::__detail::_Node_iterator<std::pair<int const, int>, false, false>::operator*() const [264]
                0.00    0.00  708588/708588      void std::_Construct<std::pair<int, int>, std::pair<int const, int>&>(std::pair<int, int>*, std::pair<int const, int>&) [281]
                0.00    0.00  728271/1456542     bool std::__detail::operator!=<std::pair<int const, int>, false>(std::__detail::_Node_iterator_base<std::pair<int const, int>, false> const&, std::__detail::_Node_iterator_base<std::pair<int const, int>, false> const&) [386]
                0.00    0.00  708588/2539107     std::pair<int, int>* std::__addressof<std::pair<int, int> >(std::pair<int, int>&) [344]
                0.00    0.00  708588/1417176     std::__detail::_Node_iterator<std::pair<int const, int>, false, false>::operator++() [387]
-----------------------------------------------
                0.00    0.00   19683/19683       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::vector<std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, void>(std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::allocator<std::pair<int, int> > const&) [244]
[243]    0.3    0.00    0.00   19683         void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_range_initialize<std::__detail::_Node_iterator<std::pair<int const, int>, false, false> >(std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::forward_iterator_tag) [243]
                0.00    0.00   19683/19683       std::pair<int, int>* std::__uninitialized_copy_a<std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::pair<int, int>*, std::pair<int, int> >(std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [246]
                0.00    0.00   39366/314928      std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_get_Tp_allocator() [520]
                0.00    0.00   19683/19683       std::iterator_traits<std::__detail::_Node_iterator<std::pair<int const, int>, false, false> >::difference_type std::distance<std::__detail::_Node_iterator<std::pair<int const, int>, false, false> >(std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::__detail::_Node_iterator<std::pair<int const, int>, false, false>) [744]
                0.00    0.00   19683/137781      std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_allocate(unsigned long) [589]
                0.00    0.00   19683/19683       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_check_init_len(unsigned long, std::allocator<std::pair<int, int> > const&) [731]
-----------------------------------------------
                0.00    0.00   19683/19683       get_cycles_and_sequences_for_fixed_contraction(std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [2]
[244]    0.3    0.00    0.00   19683         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::vector<std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, void>(std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::allocator<std::pair<int, int> > const&) [244]
                0.00    0.00   19683/19683       void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_range_initialize<std::__detail::_Node_iterator<std::pair<int const, int>, false, false> >(std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::forward_iterator_tag) [243]
                0.00    0.00   19683/39366       std::iterator_traits<std::__detail::_Node_iterator<std::pair<int const, int>, false, false> >::iterator_category std::__iterator_category<std::__detail::_Node_iterator<std::pair<int const, int>, false, false> >(std::__detail::_Node_iterator<std::pair<int const, int>, false, false> const&) [675]
                0.00    0.00   19683/19683       std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_Vector_base(std::allocator<std::pair<int, int> > const&) [722]
-----------------------------------------------
                0.00    0.00   19683/19683       std::pair<int, int>* std::__uninitialized_copy_a<std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::pair<int, int>*, std::pair<int, int> >(std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [246]
[245]    0.3    0.00    0.00   19683         std::pair<int, int>* std::uninitialized_copy<std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::pair<int, int>*>(std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::pair<int, int>*) [245]
                0.00    0.00   19683/19683       std::pair<int, int>* std::__uninitialized_copy<false>::__uninit_copy<std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::pair<int, int>*>(std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::pair<int, int>*) [242]
-----------------------------------------------
                0.00    0.00   19683/19683       void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_range_initialize<std::__detail::_Node_iterator<std::pair<int const, int>, false, false> >(std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::forward_iterator_tag) [243]
[246]    0.3    0.00    0.00   19683         std::pair<int, int>* std::__uninitialized_copy_a<std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::pair<int, int>*, std::pair<int, int> >(std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [246]
                0.00    0.00   19683/19683       std::pair<int, int>* std::uninitialized_copy<std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::pair<int, int>*>(std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::__detail::_Node_iterator<std::pair<int const, int>, false, false>, std::pair<int, int>*) [245]
-----------------------------------------------
                0.00    0.00  944784/944784      std::__detail::_Map_base<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [7]
[247]    0.3    0.00    0.00  944784         std::__detail::_Node_iterator<std::pair<int const, int>, false, false>::operator->() const [247]
                0.00    0.00  944784/4343382     std::__detail::_Hash_node_value_base<std::pair<int const, int> >::_M_valptr() [146]
-----------------------------------------------
                0.00    0.00  944784/944784      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [250]
[248]    0.3    0.00    0.00  944784         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [248]
                0.00    0.00  944784/4343382     std::__detail::_Hash_node_value_base<std::pair<int const, int> >::_M_valptr() [146]
                0.00    0.00  944784/3936600     std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_node_allocator() [326]
                0.00    0.00  944784/944784      void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::destroy<std::pair<int const, int> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, std::pair<int const, int>*) [413]
                0.00    0.00  944784/944784      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [415]
-----------------------------------------------
                0.00    0.00   39366/39366       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [228]
[249]    0.3    0.00    0.00   39366         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear() [249]
